# time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	channel9	channel10	channel11	channel12	channel13	channel14	channel15	channel16	channel17	channel18	channel19	channel20	channel21	channel22	channel23	channel24	channel25	channel26	channel27	channel28	channel29	channel30	channel31	channel32	channel33	channel34	channel35	channel36	channel37	channel38	channel39	channel40	channel41	channel42	channel43	channel44	channel45	channel46	channel47	channel48	channel49	channel50
9.250000000000000000e+00	-8.559606689948042746e-01	-9.599801358973733545e-02	-5.143315027186037280e-01	9.713786621949933586e-01	-4.713133053973689868e-01	-7.999786561857764600e-01	-8.115552671881578473e-01	-9.078324419367035381e-01	-8.051158143277676871e-01	9.658565105291183617e-01	9.951404535636889648e-01	-4.051311349035917053e-01	2.381616795656173180e-01	-8.923619277676161365e-01	-2.376032347994110894e-01	-9.255352297394016103e-01	8.875177472844557602e-01	-1.910356857674204434e-02	-5.321962012889220883e-01	-1.774569205044301823e-01	-7.499569523233106105e-01	-7.707547152995585238e-01	8.660785015714699275e-01	-5.936959831708026325e-01	-9.561335390443217452e-01	-3.119778854483355457e-01	-5.253926082269388953e-01	-7.792801157773965315e-02	-3.443009728460322272e-01	6.660370652220543031e-02	1.007980329063849212e-01	-1.529961250881647083e-01	-9.894876407109522987e-01	4.604305624336753056e-01	-7.359143284632605475e-01	9.269120248120429340e-01	6.587653631253533870e-01	8.711809767799449933e-01	1.276205828606009340e-01	9.518625867176027100e-01	-6.211831662492712791e-01	-9.922801119576621920e-01	7.663040658868406352e-01	6.469533847548063488e-01	1.336599542063444668e-01	-8.610488802052633783e-01	7.736398931346034624e-01	-9.596804324044029277e-01	9.812392570873215147e-01	-9.999849410388834681e-01
9.500000000000000000e+00	-1.969555146072714258e-02	6.864364689968894817e-01	-6.993196857226875451e-01	8.767375200630307397e-01	-9.821012165198226285e-01	-1.216788361991375106e-01	-7.397655629620403239e-02	-9.999954358035784141e-01	-9.898175576857641822e-01	7.089584563684127039e-01	7.905515501256763500e-01	-2.211985548242340893e-01	5.415341282879680973e-01	-9.718977065211054089e-01	4.822938595532105244e-01	-9.854600923381888755e-01	9.940783690393446559e-01	2.339338021084260144e-01	-6.338380439410974676e-02	-5.074025783217442909e-01	1.055128490032049005e-01	-2.531618428168951884e-01	9.946466705333647518e-01	-2.396481066335975352e-01	-4.503074522322461082e-01	2.734693767292523114e-01	-2.891218176117394539e-02	7.719164451083802003e-01	-6.545872618191430625e-01	4.150040315981249651e-03	-6.936485616760958151e-02	7.431792145687275974e-01	-8.961075478391972160e-01	-3.163068090328292059e-01	-1.285452705574247068e-01	9.992680398719351320e-01	9.987676833099299323e-01	9.799189682033564441e-01	6.026187878268040032e-01	9.153051682930247734e-01	4.261744827554727610e-01	-9.670461393740749090e-01	9.839173806049148485e-01	9.742860578447212205e-01	6.417104817511657400e-01	-5.586604911695319808e-01	7.041744113885139988e-01	-5.650527897929963350e-01	7.720747121293726201e-01	-8.408772752269380035e-01
9.750000000000000000e+00	6.808589312596201593e-01	9.442206430797829286e-01	-9.082889676668032264e-01	1.483290134743847112e-02	-9.752227960335649870e-01	5.027250156224368771e-01	4.296241713644144977e-01	-8.079604319822769609e-01	-6.820956434781407784e-01	3.273736339170666976e-01	3.631174367350282206e-01	1.342542927051692224e-02	9.606139673758143926e-01	-8.359863558813676043e-01	9.118004004445730004e-01	-5.811128431281846751e-01	1.335378167533480820e-01	8.471894787784378655e-01	7.614624800697104012e-01	-9.032266015587981922e-01	8.004835280611342918e-02	4.928348200884244967e-01	7.904833559491872830e-01	1.306208731437696058e-01	2.566462393451220958e-01	9.238376984193722441e-01	3.583917583783771676e-01	9.061472823385636755e-01	-9.900365147340201011e-01	2.767950489629780741e-01	-3.282549772363022034e-01	9.968390360345341650e-01	-1.534662322662304068e-01	-9.560863390811179530e-01	5.798679314467790336e-02	5.887907840467752063e-01	5.406641163784161597e-01	7.894521216274403841e-01	8.537937882236052989e-01	7.735345254516283742e-01	6.161920139873502400e-01	-5.792994193449646501e-01	7.613895937839963990e-01	9.975393409960436886e-01	9.847482336280879434e-01	-4.020928060828117268e-01	9.281522949426008751e-01	-4.210404626318269283e-01	2.237750180717879706e-02	-4.286861205007062581e-01
1.000000000000000000e+01	9.270734014292052461e-01	8.926707943588153560e-01	-9.791282117913673311e-01	-8.484713740954243910e-01	-9.351776515313808824e-01	7.895872198485603954e-01	8.454345673427484664e-01	-3.660334380071044724e-01	3.576609777905753185e-01	-1.955648009326086956e-01	-2.723008186065945524e-01	5.712016854190662407e-01	9.876762698907869398e-01	-3.070513236676183921e-01	9.924232018297625135e-01	-2.685454581512204397e-01	-6.932620057892578957e-01	9.875181857452394185e-01	9.988307413265675727e-01	-9.742786949585841016e-01	1.666275755342091214e-01	9.848016261344120226e-01	7.233772087947742263e-03	6.145795869042248727e-01	7.130578345856304345e-01	9.861836289307753800e-01	7.268858100832459312e-01	9.857584534524821418e-01	-9.958899691560216816e-01	7.810027347293051481e-01	-9.240009225557316297e-01	7.004171362648620169e-01	3.177887086521863358e-01	-9.136785948277115210e-01	6.431596699839484677e-01	1.113753790915966851e-01	1.098321324970691626e-01	5.365725254979422099e-01	8.849775234772688792e-01	1.322813564759365845e-01	9.218494664842270536e-01	2.760016956204194849e-02	1.974462820671377961e-01	6.128000519196783458e-01	8.978309567324028739e-01	4.485828647547652759e-01	9.456329948125516971e-01	-1.615946385699751908e-01	-5.565285106038135865e-01	-2.986892452171474588e-01
1.025000000000000000e+01	9.953756074060747805e-01	4.776211318042047904e-01	-7.456763204413903168e-01	-9.856548313329939193e-01	-7.864334539730342133e-01	9.357801421411204856e-01	9.980662207364050520e-01	8.901884266996790140e-02	7.716541936712661975e-01	-1.592923323612498165e-01	-8.222275446815480171e-01	9.402989813045258272e-01	9.973155684449062086e-01	1.808116069169403983e-01	8.603465357310360329e-01	2.706270232410313836e-01	-9.727828924002674960e-01	8.555604390635770384e-01	9.166558519034637698e-01	-6.934514659384017898e-01	7.444787330623560129e-01	8.585490297402736948e-01	-7.807986537328853727e-01	9.830418009249380917e-01	9.735438930768001153e-01	7.361381472882642107e-01	9.942879706882969959e-01	7.006382799325984179e-01	-5.659445002668846980e-01	6.907833755034550327e-01	-8.935438179043992957e-01	6.242405953615188380e-02	9.195779492516988896e-01	-1.671045987099900876e-01	9.080749768698128666e-01	3.769169981864511909e-02	-4.312945114230639643e-01	-2.948950709795630232e-01	7.081551757653291590e-01	-4.203893398942067372e-01	9.912870736134233862e-01	3.255534617954269350e-01	-4.927402376212633994e-01	2.757051059847455132e-01	3.477682110112682579e-01	8.620513544501382519e-01	6.350956333199490045e-01	3.440852553100932076e-01	-7.738685054903287064e-01	2.922551437475123248e-01
1.050000000000000000e+01	8.245862016100161673e-01	-1.729378088920398016e-01	-3.824775949514364615e-01	-7.188242162170719318e-01	-3.474847662308701568e-01	5.928590338252952563e-01	7.465965361010786783e-01	9.221893771377640547e-01	9.854830115714300343e-01	-5.680397712247067243e-01	-8.285061653062882892e-01	9.391573584771889527e-01	6.919732301584726741e-01	8.579836454151689162e-01	3.173979573326471404e-01	8.003088515413379067e-01	-6.934564740182043163e-01	3.370374647675437180e-02	7.789537139092523876e-01	-3.346603342389019020e-01	9.177867730297242232e-01	5.820330792769540240e-01	-9.725398653414317751e-01	7.760626192986118665e-01	8.234537014045975045e-01	-1.972604674332983227e-02	8.806293649686894875e-01	-3.686522530384765683e-02	9.029984510399405306e-02	9.097503011208912804e-01	1.181855426812685739e-01	-6.561363122999974706e-01	9.891458139346676059e-01	4.411170365724624287e-01	9.859916224222506909e-01	-1.094199214926498548e-01	-8.886870151308251531e-01	-6.914030083367560531e-01	-1.001613060496519964e-01	-4.131248021678856630e-01	7.201765077624006084e-01	4.713296719445842498e-01	-8.827728915815589161e-01	-6.228136412256689569e-01	1.679677434539351977e-01	9.702661817655404697e-01	6.057277119782419339e-01	9.552595482030488139e-01	-8.658896466121701607e-01	8.350578463309448196e-01
1.075000000000000000e+01	2.034240762751902687e-01	-5.831056341933351650e-01	-1.534740816095422622e-01	-6.288669862450607662e-01	-2.052297346920813614e-01	1.656787660275586826e-01	2.569238556373873439e-01	9.934704803266163342e-01	8.427403161790908426e-01	-8.460673363485512466e-01	-5.806698971469285153e-01	8.151026943109759282e-01	-3.249715219871174843e-01	9.977967140432603133e-01	-3.884936037959191638e-03	9.902758225148171611e-01	-4.898478127688248862e-01	-5.395107522438143954e-01	6.637038301608797486e-01	2.967792430693868000e-01	9.999822913384364131e-01	5.700546142592639648e-04	-6.003262779240517988e-01	2.220366277765005170e-01	1.430907595442433011e-01	-8.406149543337644303e-01	6.785779560462646964e-01	-5.886287290440205267e-01	2.426896017943011019e-01	6.540824112265226642e-01	5.046089658551510260e-01	-9.877581529092270829e-01	5.860343140809346485e-01	7.718732436005535380e-01	9.658432230558581244e-01	-6.373519125785337414e-01	-8.989615996899510408e-01	-9.142694631375497538e-01	-4.413111654304282538e-01	-7.734556271058460331e-01	7.287404178993481252e-02	8.930580917462950241e-01	-9.522895126155228596e-01	-8.926770322235637600e-01	-1.962279798341552417e-01	8.284424852214069546e-01	-4.368740676203436424e-01	8.794566704570057070e-01	-9.514960090250872415e-01	9.987697575612317635e-01
1.100000000000000000e+01	-4.616647017864469738e-01	-9.347688598801618953e-01	2.631215328637645512e-01	9.381817473205669722e-02	9.279781687508641408e-01	1.376818927156493733e-01	-2.604239596619071784e-01	8.064412864334835618e-01	2.739420369530349286e-01	-9.444557064755212394e-01	1.573878054035312557e-01	2.477991287788396113e-01	-7.486719381004702800e-01	9.966618454402111915e-01	-3.992216976626509206e-01	7.922301542312342182e-01	-1.126125856597875140e-02	-9.481498225158329074e-01	-3.436368762278945582e-02	8.194045741548257045e-01	6.788814631842107206e-01	-8.350011785724054114e-01	2.764886035037938949e-01	-3.804914308881024443e-01	-1.428865722637004954e-01	-7.073206675316900949e-01	8.662874718067543889e-02	-9.451911899836227260e-01	9.666844128641841616e-01	1.448317195997936985e-02	9.879422178032644108e-01	-6.200798136079088696e-01	8.673137714016396216e-02	9.969116524104258970e-01	8.159951282050954546e-01	-9.989369559104432916e-01	-5.993091489669107874e-01	-9.244626386298029352e-01	-7.394465210330921634e-01	-9.761374131877840199e-01	-8.003690971683149469e-01	9.861148860143014172e-01	-5.173299538938290754e-01	-9.840873273309934666e-01	-7.048328252288026396e-01	2.652418384515485839e-01	-8.857053234011831311e-01	4.839517765140194383e-01	-5.216189748353854405e-01	9.374157345603237879e-01
1.125000000000000000e+01	-9.848104438009034345e-01	-2.959371650139242527e-01	6.756994251845630517e-01	5.110762576008361924e-01	9.859371821753071252e-01	-4.715246986713274024e-01	-7.662583695214024715e-01	8.101972777728924102e-01	-7.864266505209651648e-01	-5.984143755116302366e-01	7.950643666835942591e-01	-1.183166249457305724e-01	-9.965284572507991934e-01	6.597854577422488376e-01	-9.340353035064974385e-01	1.596795724369406144e-01	6.541633631740761956e-01	-8.373643960664883812e-01	-7.758280868191732571e-01	9.088145287700070130e-01	8.368103590990470797e-02	-9.870049845551834844e-01	9.218821899772333683e-01	-6.986750153580594258e-01	-7.130077115054422876e-01	-9.971034755916186043e-01	-4.780056748145105616e-01	-8.071844665541793029e-01	9.253241480050283796e-01	2.064799048393539584e-03	7.375216279954174281e-01	7.131386130445828420e-02	-5.341309359348505037e-01	9.341196998377812033e-01	4.294763857337788870e-01	-6.579108147449104216e-01	-1.479423692229666076e-01	-4.025150117049364207e-01	-9.365204326895929521e-01	-7.633336377876055456e-01	-9.391783394605860424e-01	6.867102136442612137e-01	-1.739912445491692550e-01	-7.517499787136936451e-01	-9.713406508662690841e-01	-3.423080723240513601e-01	-9.689873190469865394e-01	2.794698747725704036e-01	2.627372091162906709e-01	5.622920597500690176e-01
1.150000000000000000e+01	-9.661062370325296245e-01	3.525748360544850857e-01	9.996410103261194058e-01	9.880649092002383727e-01	7.626728423381549105e-01	-9.374333431556135521e-01	-9.978002108390824354e-01	6.525057943174819020e-01	-9.992916045531383684e-01	-5.104505424297057364e-02	9.928189754078379226e-01	-5.957799702701792599e-01	-9.948550953994328427e-01	-6.894322103605202146e-02	-8.916433461677651939e-01	-3.140743399171734285e-01	9.985895493733061290e-01	-4.262475747754038702e-01	-8.855343333355997215e-01	9.995100573793335164e-01	-5.388022437378323648e-01	-6.549137001238563016e-01	9.884251584406900104e-01	-9.999718951184958238e-01	-9.486437264155263005e-01	-8.216375114340295216e-01	-9.867316516091445555e-01	-3.036329639952345394e-01	-1.067344375103955467e-02	-6.248949763964752879e-01	3.908765300585103630e-01	7.401379822025968558e-01	-8.982121750759100021e-01	6.224812035369667873e-01	-4.556336922213734264e-02	-3.168266460476965585e-01	2.692936665617806646e-01	5.102015924061165109e-01	-9.820825598040148208e-01	-3.163580550940361252e-02	-8.446503506413534090e-01	4.067794116206624455e-01	2.232548342450088597e-01	-2.558283932105268055e-01	-9.649170983893660125e-01	-8.249556290969807248e-01	-5.270082029602013440e-01	-1.566766182260777296e-02	7.359308747809806261e-01	-1.079414006384672858e-01
1.175000000000000000e+01	-7.818843313009342655e-01	9.690605361419935004e-01	9.080027966103569881e-01	9.510246830127569995e-01	3.995627803330930594e-01	-9.450280243976114658e-01	-6.521031298591494219e-01	-8.808878476623462073e-02	-9.876743120789013286e-01	1.655520965189290761e-01	7.173686477504476189e-01	-6.157387157372292696e-01	-9.548452136413787539e-01	-7.424079376592591650e-01	-4.756795926680513209e-01	-6.214020474291691576e-01	2.095537573608678705e-01	-4.739931339179306868e-01	-9.426305284626005365e-01	7.168496467589604570e-01	-9.584490024775591532e-01	-3.095361060775973505e-01	6.864635507338081588e-01	-8.950995333909429474e-01	-8.710201446470571263e-01	-2.611108001028419334e-01	-9.304462176282893848e-01	5.799090906531446654e-01	-5.981303434635557581e-01	-9.098048118144987928e-01	-2.025681330250290180e-01	8.537179216143461202e-01	-8.790352670444172567e-01	-3.824774536486096055e-02	-5.826252213031675176e-01	-2.583323896567986666e-01	9.778576798804350378e-01	9.198833799794696731e-01	-7.210863550285991908e-01	7.892916788916083393e-01	-2.449312199486345931e-01	-4.422126637954138517e-01	5.743023070108072003e-01	3.566219250522031370e-01	-5.842594491673994694e-01	-9.769712294878234449e-01	1.600590419936052389e-01	-4.977488909934181249e-01	8.871611670635540792e-01	-2.364524083260994558e-01
1.200000000000000000e+01	-3.243459877496724930e-01	8.945662764266909539e-01	4.769605142705250489e-01	7.669348706402336902e-01	-3.301987417440063188e-01	-7.409398722427155137e-01	2.388294203099008972e-02	-7.200769507798192581e-01	-4.810943815085551023e-01	4.854915125853651592e-01	-1.647882738827509685e-01	-9.841828782852759527e-01	-5.583165820631457166e-01	-9.965985406532409385e-01	-5.161840997049017138e-02	-9.181875174619209545e-01	-3.212084086614189204e-01	-9.754201990163778591e-02	-8.041069327622457630e-01	-1.561229029922335809e-01	-9.921127196514214486e-01	3.111397707240897148e-01	6.654482470583850118e-02	-5.196435823224754280e-01	-7.475504365076410807e-01	5.273610296386247454e-01	-5.009185347199133220e-01	8.804099202521311618e-01	-9.996612928141566101e-01	-9.994899668167764872e-01	-6.785138772362179216e-01	9.975664238784940352e-01	-6.823232708887800868e-01	-7.879325593918029558e-01	-9.682411784640224672e-01	1.955422627715904804e-01	7.951586941617638793e-01	9.805126337909289003e-01	-4.372373470224464320e-01	8.128125798574235006e-01	5.642193542706795961e-01	-9.134922434641619127e-01	9.954124945551592329e-01	8.199027901630920878e-01	-2.761149709144726794e-01	-9.339461221321151418e-01	6.873157737176966986e-01	-9.999979634566023012e-01	9.643220401566352518e-01	-8.923262963387882385e-01
1.225000000000000000e+01	8.209217174932020855e-02	8.528664453305817572e-02	1.495726041701705422e-01	6.596104426549013189e-01	-8.577657635598328056e-01	-2.530663669063477617e-01	4.423742622164376637e-01	-9.544906049510788471e-01	8.175490287296637015e-02	9.797267961574670503e-01	-6.162201079334072018e-01	-7.977142249548184738e-01	-1.546437991459642947e-01	-9.011494243794799797e-01	3.307118520065707168e-01	-9.597534650468262374e-01	-9.513229791004876867e-01	1.961077095312116492e-01	-3.869990679349181728e-01	-3.780617313557813053e-01	-5.681322156758793485e-01	5.116061190974358075e-01	-6.095689296060465834e-01	-6.947994670766159953e-01	-4.624497679583540188e-01	9.532001849989246711e-01	1.868768209094784361e-01	9.620026121641021000e-01	-7.127162209026989270e-01	-9.666589679880285280e-01	-8.400472602814311740e-01	5.892159976834341339e-01	4.426867768287373606e-02	-6.990541448603191377e-01	-6.717432210442768614e-01	8.933058789463110827e-01	5.842179289215520405e-02	5.285905837009325925e-01	4.535946709165664670e-01	9.994914884397269050e-01	9.609513053800398108e-01	-9.998378893334202155e-01	8.893008870923847509e-01	9.974648298055133200e-01	1.772621531181767240e-01	-6.121732735689138227e-01	9.815737484618278774e-01	-7.419736594569374954e-01	8.302746959861637688e-01	-9.805744028255113376e-01
1.250000000000000000e+01	8.322378212401844166e-01	-4.868039579433322550e-01	-7.390745686652897550e-01	2.906743593865491193e-01	-9.999651379095949588e-01	4.033974684952763567e-01	9.493805042126673976e-01	-8.880874561388920618e-01	7.928761629091403140e-01	9.197265377227191729e-01	-8.887038730196699099e-01	-3.941781586658187897e-01	5.344640303938840153e-01	-7.769335457048401894e-01	9.507777860728989783e-01	-4.791149557868712439e-01	-9.271589916923589358e-01	6.639225874337550959e-01	1.302432425880539479e-01	-9.793546237109962416e-01	2.312358703970260609e-01	8.338287965909556565e-01	-8.974147728160409843e-01	-3.711575521363077446e-01	-1.167311819064382333e-01	8.762396240104809442e-01	5.451746676054544105e-01	4.676646157010275195e-01	1.702114602162044243e-01	-8.321895412254251001e-01	-9.926168665906098809e-01	6.570781193460213665e-02	5.250044319029945061e-01	-9.820373950518108686e-01	-4.675540243425691522e-01	9.999464031237923489e-01	-1.389877787407001741e-01	2.788929226022838354e-02	8.855514513220521522e-01	9.765445603356065485e-01	9.590632534165494105e-01	-5.614247311955133934e-01	2.484241887366086809e-01	7.030038488929798435e-01	4.268834343646814578e-01	1.464049427469830966e-01	9.577310142672555981e-01	2.637788564409994096e-01	1.947456276456042924e-03	-7.903171954124404985e-01
1.275000000000000000e+01	9.986195158149649975e-01	-8.361016982844293732e-01	-8.452831515846774835e-01	-5.844892082829137442e-02	-8.140493302009088605e-01	7.666458379359523123e-01	8.305876831264313864e-01	-1.820050025807247729e-01	8.211775165328032422e-01	3.912653832504893736e-01	-9.851063314559409534e-01	1.732734770775858912e-01	7.397525346390819712e-01	-3.736664279081556295e-01	7.869076682279846358e-01	1.951844568963872761e-01	-3.381019082600155157e-01	9.898569326668427149e-01	8.227301985228805403e-01	-7.598312660834928289e-01	6.957191930502985011e-01	8.354688217748629242e-01	-9.957025693169504477e-01	2.137645633776940335e-01	6.082378849626122186e-01	5.532221333722681100e-01	9.795142857805361203e-01	-2.990185903828729286e-01	8.198493565911496583e-01	-2.570214560086310773e-01	-8.082296282655433428e-01	-7.381579493555847638e-01	7.870836853961384882e-01	-6.270568398922468090e-01	3.081148450626555735e-01	8.458203275732361082e-01	-7.882295644579883076e-01	-4.322811569290821443e-01	9.676445627694983953e-01	8.363639413332448758e-01	5.593346706460603501e-01	-3.811553736263082609e-02	-7.550717526673454971e-01	3.884960800541014669e-01	6.965959134703073596e-01	9.227669514561940289e-01	1.257275883162800589e-01	8.581606369570923265e-01	-5.691864111779657565e-01	-1.341948196962687856e-01
1.300000000000000000e+01	9.197150450492141971e-01	-9.985568482054775208e-01	-9.719504391095296070e-01	-7.004776759260524788e-01	2.306607363005903077e-01	9.865543009413616504e-01	4.410796761111178133e-01	2.705544540628765926e-01	4.331112209583363737e-01	-3.308096478051773537e-01	-8.257377632152065328e-01	7.657766156142969960e-01	9.975745284561586823e-01	-1.559719964977772377e-01	2.574703412256020285e-01	8.733712726934421688e-01	1.239721168582528371e-01	7.514460487872113292e-01	9.306378091477144343e-01	-2.456504688571787831e-01	9.596729213103949441e-01	9.679084235709748407e-01	-8.744044158509879372e-01	9.134232147621127451e-01	9.804585712981587209e-01	1.041315507303699900e-01	9.779850795970270738e-01	-9.520226374718390172e-01	9.984446737202001820e-01	6.512187382370870914e-01	-2.303357776405552670e-01	-9.433814623290015522e-01	9.704703802434706539e-01	-3.727231834138257649e-01	6.067623083376225690e-01	7.214726345333545565e-02	-9.858984927923651886e-01	-8.295955571032879172e-01	9.430929064840950504e-01	1.251398018240404697e-01	5.415098879838292634e-02	4.984980985010289967e-01	-9.906526855772259665e-01	-2.109958476036314645e-01	9.825042802422842003e-01	6.655084983884292926e-01	-4.649134853860278360e-01	9.445298011780072223e-01	-9.515326169752356122e-01	3.850698454843827223e-01
1.325000000000000000e+01	5.530558960424488690e-01	-8.712710446294182898e-01	-5.864377716339721491e-01	-9.911472866583297403e-01	8.886590573921097080e-01	9.934554236794950199e-01	-2.681640679366452673e-01	7.835404431474634057e-01	-2.367833818234562626e-01	-9.419726615299602868e-01	-1.327220832432448594e-01	9.997271268274723344e-01	6.525319356249161817e-01	5.218599473129746924e-01	-2.199855560839152624e-01	9.809614041971516096e-01	4.714818065412579307e-01	-2.521848161280381140e-01	8.089108867552585735e-01	-1.300933545445091544e-01	8.442073621491709146e-01	4.373991697541291246e-01	-5.131720314874665956e-01	9.223042529110456744e-01	8.872936829170173789e-01	-4.644146755729876563e-01	6.212004252085540079e-01	-9.915675192308779362e-01	7.680856956603083763e-01	9.979573400761377888e-01	3.835930446351493717e-01	-2.568333148957973600e-01	9.319919262639458912e-01	2.146103144715754141e-01	8.773887915604832166e-01	-7.039225382964592326e-01	-8.137899569166530123e-01	-9.992851259333775937e-01	7.972886054435466274e-01	-5.586473346524553074e-01	-3.870621771014707835e-01	8.844922277197407867e-01	-9.116432806561228785e-01	-7.187303911669407075e-01	6.908547307733183818e-01	3.935100970504580298e-01	-8.300955167894813469e-01	6.517824334740771608e-01	-9.867498790456766811e-01	7.942965558270015380e-01
1.350000000000000000e+01	-5.751042564508688226e-01	-5.294719264561345007e-01	-3.431997793719428480e-01	-6.243504583059583668e-01	9.923053455787994581e-01	6.159518435782066481e-01	-8.022709896301754018e-01	9.717200364987879091e-01	-9.076109145566634284e-01	-9.198108734155228117e-01	5.502556142097687619e-01	8.902590095069817799e-01	5.705215422922569474e-02	7.334090171262834801e-01	-9.383266121710750474e-01	7.022075042048691040e-01	9.654971513485216539e-01	-6.945747141896203569e-01	7.270643454178046805e-02	4.983119357863284860e-01	2.575746370259360263e-01	1.181477589213787566e-01	2.916816090034867193e-01	3.324929249200453407e-01	5.868495602401764266e-01	-9.599668687639871800e-01	3.193969220240910900e-01	-9.211032343035527870e-01	4.238096260663052894e-01	8.587928829026716393e-01	9.125395545615618831e-01	5.553596583291112720e-01	4.081001923505396811e-01	7.593553844280267473e-01	9.782387671517714933e-01	-9.436880920319633548e-01	-3.021713139076707688e-01	-8.924976966107895926e-01	2.941359050540906517e-01	-9.201113227569448494e-01	-7.679414756043342338e-01	9.353026687223672253e-01	-4.667704286491513033e-01	-9.726623651473927934e-01	-2.136392963484636254e-01	-8.107482232431075311e-03	-9.356503647651256417e-01	9.165240042528881304e-02	-7.438017081473919934e-01	9.997132304789462243e-01
1.375000000000000000e+01	-8.449149947248640879e-01	1.483290416214830543e-01	4.266872518943495285e-01	-5.717935173472661614e-02	7.465436635843378799e-01	-1.661573279389666480e-02	-9.996109864617281904e-01	6.279574385152371097e-01	-9.913964890690414311e-01	-4.623251689484281224e-01	8.710301617545858077e-01	3.746149957352246096e-01	-4.439453585511793920e-01	9.988990406591200522e-01	-9.855215638285985680e-01	-2.054551105155082436e-01	9.670736040889665874e-01	-9.998566902194570005e-01	-7.249271260494503100e-01	9.544812719333863882e-01	-4.232489122788839486e-01	-6.385661785703925508e-01	8.606082576922658989e-01	-4.816084811498561047e-01	-3.989616285089271908e-01	-9.284623173988003630e-01	-5.303085512463689283e-02	-4.288261854574469956e-01	-5.889863400327259857e-01	5.249910181226414840e-01	9.535311229838305813e-01	9.488778235199460953e-01	-3.652003820450039351e-01	9.730585798826566490e-01	6.618341408697605566e-01	-9.660386668095307661e-01	3.354102725086948733e-01	-8.151267430208103404e-01	-1.140453530401887572e-01	-9.551454301628327093e-01	-9.928086641847531091e-01	9.537036549430715215e-01	1.838419898030656530e-01	-8.042969293577219014e-01	-7.831442381347332171e-01	-7.496358755326281154e-01	-9.227259557002771562e-01	-3.974089352906055028e-01	-4.385700654428119072e-01	9.713706793127420136e-01
1.400000000000000000e+01	-3.294438699930037351e-01	6.047887665798414858e-01	5.671505490856861842e-01	4.508705241845875622e-01	6.324766159114632302e-02	-6.802901584362753828e-01	-7.841286533004280246e-01	-1.567708816081118395e-01	-7.824104755410383749e-01	4.323423795921455537e-01	9.804346537695017849e-01	-1.046422429086453776e-01	-8.280322570928873027e-01	8.612400949840410824e-01	-6.656277685709350855e-01	-7.368093585366828346e-01	5.338519938601377079e-01	-8.947601434373386731e-01	-9.418815452679866196e-01	8.043320181295952054e-01	-7.531080273147038318e-01	-9.118057381188495736e-01	9.141221842797760955e-01	-8.728816111630687269e-01	-8.589863333061156236e-01	-7.650347012606452113e-01	-7.068242036090821578e-01	1.580463717644879640e-01	-9.196534011986946533e-01	-3.795750495245489575e-01	7.222010022003990670e-01	6.957284718468168538e-01	-8.207250856363871305e-01	5.189543002859886567e-01	5.571965415118540488e-01	-2.291902711752693833e-01	7.666008781111167680e-01	-7.796972690143018081e-01	-3.880583098652421459e-01	-5.247456476686255256e-01	-8.694063926824646682e-01	8.716428163146553443e-01	6.126246370502107519e-01	-5.029014915632148419e-01	-9.993134245223248557e-01	-9.751109102801112094e-01	-6.419261585399579362e-01	-6.813787170706719909e-01	4.786992123812667810e-01	7.353799686779751710e-01
1.425000000000000000e+01	4.192489181640287055e-01	9.880048222337876052e-01	9.673069521090383871e-01	8.696866277483111807e-01	-5.132955664916402094e-01	-9.937019055528821809e-01	-5.237382046715562817e-02	-8.576554987409698017e-01	1.849306965955925877e-02	6.051944914895406313e-01	7.414542207411601860e-01	-6.296436114586024813e-01	-9.965548432680843005e-01	-7.263704145933361223e-02	-3.796339577434265644e-01	-9.782046549717767769e-01	7.908040995416437680e-02	-5.107690580227827182e-01	-9.820648114066158341e-01	1.992456077609141563e-01	-9.934249306270535040e-01	-9.311623269442713680e-01	8.994996261412625538e-01	-9.984717071085364992e-01	-9.764973868712900629e-01	-6.847142199754480130e-01	-9.996949746861032438e-01	8.360726794312226540e-01	-9.966713770080352086e-01	-7.002543772029474756e-01	3.986839823363708124e-01	5.057653631459332333e-01	-9.824141719664095662e-01	-1.992114039715575657e-01	2.919643394774905087e-01	6.555155669242407335e-01	9.560872903609294315e-01	-2.044298633344397709e-01	-9.761194866623108535e-01	2.016614026906699830e-01	-2.185588346510617397e-01	1.109790728371593399e-01	9.999975457516688815e-01	2.979433021186324582e-01	-7.285082222095126125e-01	-6.974089544246476757e-01	-2.706183469698723587e-01	-9.898835380418548047e-01	8.680200525438303005e-01	-4.708609231498177283e-02
